Timestamp,Reading,Unit,LDC_Val_2,LDC_Val_1
2024-01-25 19:44:53.703974,1.93,mm,-9109,-8806
2024-01-25 19:44:53.763485,1.95,mm,-9082,-8782
2024-01-25 19:44:54.114745,1.96,mm,-8600,-8315
2024-01-25 19:44:54.242303,2.00,mm,-8396,-8136
2024-01-25 19:44:54.554736,2.04,mm,-7576,-7349
2024-01-25 19:44:54.782370,2.20,mm,-7248,-7023
2024-01-25 19:44:55.003485,2.27,mm,-7231,-6997
2024-01-25 19:44:55.416275,2.30,mm,-7098,-6890
2024-01-25 19:44:55.607348,2.32,mm,-6903,-6703
2024-01-25 19:44:56.003945,2.34,mm,-5900,-5712
2024-01-25 19:44:56.223117,2.42,mm,-5657,-5508
2024-01-25 19:44:56.346670,2.58,mm,-5651,-5491
2024-01-25 19:44:56.547354,2.63,mm,-5659,-5473
2024-01-25 19:44:56.792625,2.63,mm,-5686,-5460
2024-01-25 19:44:57.174376,2.63,mm,-5709,-5499
2024-01-25 19:44:57.330971,2.63,mm,-5208,-5063
2024-01-25 19:44:57.571230,2.69,mm,-4467,-4341
2024-01-25 19:44:57.730791,2.99,mm,-3956,-3857
2024-01-25 19:44:58.112197,3.25,mm,-3468,-3371
2024-01-25 19:44:58.474153,3.41,mm,-3025,-2948
2024-01-25 19:44:58.649752,3.57,mm,-2787,-2675
2024-01-25 19:44:58.871598,3.77,mm,-2542,-2479
2024-01-25 19:44:59.170956,3.97,mm,-2191,-2095
2024-01-25 19:44:59.316063,4.16,mm,-2035,-1981
2024-01-25 19:44:59.553482,4.36,mm,-1877,-1801
2024-01-25 19:44:59.870519,4.59,mm,-1747,-1701
2024-01-25 19:45:00.114987,4.67,mm,-1595,-1556
2024-01-25 19:45:00.470119,4.85,mm,-1446,-1409
2024-01-25 19:45:00.628193,5.01,mm,-1404,-1376
2024-01-25 19:45:00.802274,5.10,mm,-1404,-1373
2024-01-25 19:45:01.134613,5.12,mm,-1383,-1354
2024-01-25 19:45:01.309524,5.12,mm,-1229,-1201
2024-01-25 19:45:01.722092,5.40,mm,-1134,-1099
2024-01-25 19:45:01.849667,5.45,mm,-1101,-1075
2024-01-25 19:45:02.117043,5.61,mm,-1089,-1065
2024-01-25 19:45:02.466374,5.61,mm,-1018,-994
2024-01-25 19:45:02.767701,5.77,mm,-984,-961
2024-01-25 19:45:02.924884,5.79,mm,-947,-929
2024-01-25 19:45:03.147594,5.88,mm,-859,-833
2024-01-25 19:45:03.507030,6.13,mm,-703,-671
2024-01-25 19:45:03.700687,6.35,mm,-596,-584
2024-01-25 19:45:04.017864,6.88,mm,-591,-575
2024-01-25 19:45:04.177028,6.95,mm,-592,-574
2024-01-25 19:45:04.379021,6.95,mm,-592,-574
2024-01-25 19:45:04.706785,6.93,mm,-593,-576
2024-01-25 19:45:05.034623,6.97,mm,-519,-496
2024-01-25 19:45:05.253981,7.11,mm,-487,-473
2024-01-25 19:45:05.474568,7.35,mm,-447,-434
2024-01-25 19:45:05.754377,7.54,mm,-396,-384
2024-01-25 19:45:05.826862,7.75,mm,-393,-380
2024-01-25 19:45:06.300740,7.87,mm,-356,-343
2024-01-25 19:45:06.536431,8.03,mm,-351,-340
2024-01-25 19:45:06.884564,8.12,mm,-338,-327
2024-01-25 19:45:07.124197,8.19,mm,-325,-313
2024-01-25 19:45:07.266700,8.29,mm,-325,-312
2024-01-25 19:45:07.502463,8.32,mm,-323,-308
2024-01-25 19:45:07.899871,8.34,mm,-254,-244
2024-01-25 19:45:08.107460,8.63,mm,-238,-227
2024-01-25 19:45:08.123465,8.99,mm,-235,-225
2024-01-25 19:45:08.723479,9.23,mm,-175,-167
2024-01-25 19:45:08.882553,9.54,mm,-175,-166
2024-01-25 19:45:09.151750,9.91,mm,-175,-166
2024-01-25 19:45:09.247348,9.91,mm,-175,-166
2024-01-25 19:45:09.454058,9.93,mm,-168,-158
2024-01-25 19:45:09.699085,10.07,mm,-135,-127
2024-01-25 19:45:10.038883,10.67,mm,-124,-115
2024-01-25 19:45:10.395081,10.86,mm,-98,-90
2024-01-25 19:45:10.570382,11.31,mm,-89,-81
2024-01-25 19:45:10.958138,11.62,mm,-61,-55
2024-01-25 19:45:11.149080,12.19,mm,-46,-39
2024-01-25 19:45:11.289937,12.94,mm,-40,-32
2024-01-25 19:45:11.525943,13.76,mm,-32,-25
2024-01-25 19:45:11.755132,14.36,mm,-22,-15
2024-01-25 19:45:12.123372,15.38,mm,-14,-7
2024-01-25 19:45:12.367257,15.94,mm,-13,-6
